"[23361.0, 21848.0, 22798.0, 25427.0, 23773.0, 23999.0]","[16041.0, 3344.0, 16091.0, 13573.0, 11609.0, 11911.0]","[23596.0, 22678.0, 25945.0, 11071.0, 11228.0, 18964.0]","[35208.0, 34386.0, 34377.0, 33382.0, 36044.0, 33825.0]","[41757.0, 24224.0, 33370.0, 29510.0, 25307.0, 25325.0]","[27604.0, 27423.0, 33819.0, 32917.0, 26781.0, 32475.0]","[17069.0, 15350.0, 21466.0, 27978.0, 21689.0, 22040.0]","[30473.0, 33569.0, 30636.0, 32962.0, 48354.0, 33497.0]","[14146.0, 11941.0, 13911.0, 11436.0, 13044.0, 11733.0]","[13185.0, 10915.0, 19248.0, 17739.0, 14672.0, 5099.0]"
"[21305.0, 22454.0, 17049.0, 18700.0, 21634.0, 20938.0]","[45239.0, 25615.0, 28826.0, 31828.0, 34197.0, 40020.0]","[28362.0, 25283.0, 28342.0, 31723.0, 28843.0, 28992.0]","[21701.0, 16258.0, 22471.0, 20091.0, 21073.0, 24407.0]","[21693.0, 20622.0, 727.0, 20309.0, 10756.0, 18723.0]","[24694.0, 24867.0, 19949.0, 23202.0, 25487.0, 18906.0]","[36777.0, 30051.0, 19707.0, 25813.0, 22519.0, 31469.0]","[2846.0, 15421.0, 1083.0, 9010.0, 4413.0, 7767.0]","[28728.0, 29417.0, 29788.0, 24179.0, 29944.0, 27377.0]","[8827.0, 19660.0, 16862.0, 19585.0, 5987.0, 25405.0]"
"[17310.0, 15254.0, 20779.0, 15049.0, 18973.0, 15388.0]","[13634.0, 19183.0, 17692.0, 7665.0, 19472.0, 24453.0]","[30906.0, 31230.0, 30475.0, 33270.0, 33336.0, 31247.0]","[25576.0, 26814.0, 26623.0, 24333.0, 27439.0, 27015.0]","[36264.0, 36890.0, 46666.0, 36576.0, 36264.0, 27105.0]","[14147.0, 24933.0, 10552.0, 19841.0, 11416.0, 14058.0]","[30124.0, 38799.0, 32614.0, 36368.0, 34426.0, 36913.0]","[16894.0, 15970.0, 21855.0, 19128.0, 19722.0, 14503.0]","[39018.0, 37237.0, 41589.0, 28313.0, 43053.0, 29305.0]","[14437.0, 17065.0, 16294.0, 13584.0, 13724.0, 13878.0]"
"[31133.0, 36760.0, 32336.0, 31767.0, 33192.0, 38128.0]","[30656.0, 26403.0, 24354.0, 22948.0, 20725.0, 27100.0]","[40888.0, 33086.0, 26731.0, 25110.0, 25897.0, 34599.0]","[27169.0, 16518.0, 37835.0, 21112.0, 38479.0, 11013.0]","[12549.0, 6721.0, 15271.0, 12939.0, 13410.0, 19925.0]","[27438.0, 22078.0, 24206.0, 22581.0, 27921.0, 31728.0]","[11185.0, 7467.0, 9655.0, 13518.0, 15736.0, 12272.0]","[27317.0, 24657.0, 8056.0, 16648.0, 20407.0, 25099.0]","[10216.0, 13012.0, 19640.0, 10487.0, 11710.0, 16345.0]","[13844.0, 17122.0, 18248.0, 10630.0, 6414.0, 10856.0]"
"[31752.0, 37742.0, 32059.0, 28301.0, 25746.0, 35788.0]","[29613.0, 22638.0, 22921.0, 26174.0, 32961.0, 29609.0]","[23554.0, 25456.0, 18892.0, 25498.0, 30599.0, 22220.0]","[11915.0, 10309.0, 15214.0, 23904.0, 19631.0, 11454.0]","[20208.0, 21391.0, 17019.0, 20556.0, 22159.0, 25359.0]","[19135.0, 15702.0, 14387.0, 19096.0, 20506.0, 18561.0]","[31988.0, 33866.0, 30405.0, 33385.0, 32614.0, 34907.0]","[42211.0, 31492.0, 43907.0, 30884.0, 29040.0, 42653.0]","[20466.0, 18425.0, 26234.0, 23253.0, 25694.0, 12015.0]","[12349.0, 13919.0, 17098.0, 11384.0, 10968.0, 14809.0]"
"[18973.0, 18304.0, 21506.0, 17446.0, 17754.0, 17166.0]","[25785.0, 29270.0, 23531.0, 22573.0, 25874.0, 22732.0]","[32891.0, 14357.0, 27627.0, 30210.0, 10162.0, 28809.0]","[31673.0, 33914.0, 16945.0, 27532.0, 33363.0, 18466.0]","[19139.0, 21707.0, 25388.0, 16162.0, 17381.0, 17275.0]","[17650.0, 18137.0, 17952.0, 17526.0, 21182.0, 19781.0]","[32237.0, 28498.0, 30767.0, 36334.0, 31914.0, 34363.0]","[14449.0, 10461.0, 12618.0, 14204.0, 15900.0, 15626.0]","[17633.0, 8951.0, 15786.0, 10285.0, 13374.0, 16658.0]","[20602.0, 22850.0, 24553.0, 20959.0, 22291.0, 19547.0]"
"[19898.0, 16667.0, 18972.0, 12465.0, 16163.0, 19997.0]","[30969.0, 19106.0, 19042.0, 26051.0, 18637.0, 31111.0]","[36420.0, 25892.0, 29310.0, 45384.0, 22136.0, 36278.0]","[32903.0, 30521.0, 38871.0, 25163.0, 33049.0, 26181.0]","[27030.0, 26212.0, 32705.0, 37099.0, 25086.0, 32823.0]","[14876.0, 23661.0, 18607.0, 27780.0, 23812.0, 15357.0]","[28551.0, 19897.0, 24640.0, 21126.0, 19816.0, 22721.0]","[28407.0, 11928.0, 20918.0, 23804.0, 16393.0, 21341.0]","[33597.0, 28989.0, 28428.0, 26481.0, 28635.0, 28307.0]","[38518.0, 11986.0, 16941.0, 12909.0, 21801.0, 35363.0]"
"[19228.0, 35147.0, 28463.0, 27382.0, 25563.0, 47366.0]","[10905.0, 15038.0, 11948.0, 21847.0, 3986.0, 12306.0]","[7920.0, 11186.0, 9411.0, 10869.0, 16967.0, 14882.0]","[21859.0, 19740.0, 16885.0, 18903.0, 19546.0, 14583.0]","[22157.0, 23134.0, 25614.0, 22191.0, 19535.0, 20056.0]","[34940.0, 24380.0, 34905.0, 26752.0, 41696.0, 24429.0]","[13472.0, 14957.0, 15792.0, 9871.0, 11378.0, 11168.0]","[31197.0, 15955.0, 33218.0, 30943.0, 27933.0, 47631.0]","[28292.0, 29796.0, 30708.0, 32599.0, 30082.0, 28621.0]","[25401.0, 27116.0, 24731.0, 28097.0, 27361.0, 26659.0]"
"[17058.0, 16209.0, 17915.0, 16877.0, 20529.0, 18051.0]","[34473.0, 39161.0, 35777.0, 29055.0, 30346.0, 35620.0]","[30798.0, 27291.0, 22463.0, 29975.0, 28143.0, 31835.0]","[20458.0, 21547.0, 21875.0, 19048.0, 23895.0, 19185.0]","[28012.0, 20823.0, 19711.0, 20718.0, 24609.0, 26493.0]","[34425.0, 32225.0, 36832.0, 33722.0, 16885.0, 32513.0]","[19025.0, 17498.0, 18663.0, 20439.0, 18568.0, 16542.0]","[15925.0, 13010.0, 8325.0, 13668.0, 15982.0, 13581.0]","[35762.0, 24620.0, 25663.0, 26381.0, 22792.0, 29056.0]","[25937.0, 23189.0, 33024.0, 41895.0, 32772.0, 35093.0]"
"[26056.0, 29599.0, 30654.0, 28213.0, 32270.0, 25942.0]","[36527.0, 35329.0, 29184.0, 36518.0, 31077.0, 29534.0]","[33083.0, 34089.0, 32688.0, 33736.0, 31512.0, 32657.0]","[35871.0, 31628.0, 29920.0, 31961.0, 33169.0, 34075.0]","[30880.0, 31267.0, 27207.0, 34047.0, 35928.0, 37495.0]","[27027.0, 25268.0, 25932.0, 31188.0, 22237.0, 25363.0]","[24812.0, 17991.0, 30745.0, 26030.0, 20231.0, 24875.0]","[22834.0, 28329.0, 27645.0, 26319.0, 16563.0, 33432.0]","[15694.0, 14315.0, 11308.0, 13156.0, 16355.0, 14385.0]","[23007.0, 27885.0, 18720.0, 37398.0, 27998.0, 23156.0]"
