"[25949.0, 23801.0, 21123.0, 34209.0, 21275.0, 25828.0]","[26110.0, 22205.0, 25159.0, 27514.0, 26488.0, 23306.0]","[25247.0, 24593.0, 19866.0, 14913.0, 12209.0, 23068.0]","[19100.0, 24778.0, 19904.0, 20285.0, 27014.0, 18365.0]","[30705.0, 37490.0, 19779.0, 26344.0, 34909.0, 28362.0]","[19013.0, 17427.0, 13234.0, 27093.0, 9938.0, 22517.0]","[25837.0, 29355.0, 28965.0, 30380.0, 29391.0, 31998.0]","[10524.0, 18418.0, 15625.0, 28067.0, 13449.0, 17133.0]","[25133.0, 22319.0, 23564.0, 25194.0, 23452.0, 23828.0]","[2774.0, 8704.0, 13731.0, 2586.0, 15014.0, 15809.0]"
"[28912.0, 30739.0, 39912.0, 29099.0, 30815.0, 22053.0]","[32133.0, 30905.0, 22479.0, 18219.0, 22999.0, 19252.0]","[36698.0, 34978.0, 36914.0, 39414.0, 33287.0, 31001.0]","[35294.0, 34042.0, 28817.0, 34039.0, 32470.0, 34512.0]","[24516.0, 35214.0, 23835.0, 29786.0, 24175.0, 30533.0]","[12812.0, 15871.0, 15089.0, 15483.0, 26111.0, 23894.0]","[29856.0, 29594.0, 30894.0, 30021.0, 33031.0, 32507.0]","[9531.0, 21269.0, 27585.0, 8746.0, 21756.0, 8964.0]","[29066.0, 28363.0, 33261.0, 33862.0, 35129.0, 39331.0]","[11932.0, 9408.0, 16218.0, 1294.0, 9317.0, 13459.0]"
"[33603.0, 31171.0, 34072.0, 32853.0, 32584.0, 28634.0]","[19832.0, 27779.0, 24708.0, 19470.0, 27852.0, 24890.0]","[42999.0, 22820.0, 35362.0, 28701.0, 37549.0, 33980.0]","[17906.0, 27613.0, 21396.0, 21699.0, 16518.0, 23584.0]","[15393.0, 10526.0, 12786.0, 13712.0, 14271.0, 15624.0]","[26372.0, 14337.0, 25445.0, 10112.0, 18908.0, 16400.0]","[33376.0, 15208.0, 32239.0, 20426.0, 22793.0, 21116.0]","[1876.0, 12135.0, 16512.0, 15669.0, 8824.0, 17778.0]","[20524.0, 41769.0, 36755.0, 33824.0, 30808.0, 36628.0]","[12264.0, 14256.0, 17214.0, 13407.0, 9435.0, 14311.0]"
"[16803.0, 12507.0, 15667.0, 17729.0, 18981.0, 13579.0]","[33721.0, 44204.0, 29073.0, 33359.0, 29623.0, 41094.0]","[6852.0, 17582.0, 10818.0, 22281.0, 21606.0, 15666.0]","[19485.0, 12448.0, 7487.0, 19078.0, 13846.0, 17462.0]","[12563.0, 19805.0, 20812.0, 7446.0, 16981.0, 17679.0]","[17657.0, 20019.0, 20917.0, 21982.0, 19282.0, 19192.0]","[22979.0, 22394.0, 30106.0, 16916.0, 19171.0, 25482.0]","[23089.0, 26056.0, 24997.0, 26167.0, 22331.0, 27376.0]","[14267.0, 16217.0, 20475.0, 7560.0, 16158.0, 12079.0]","[37359.0, 29354.0, 31168.0, 32550.0, 27560.0, 33212.0]"
"[25818.0, 19897.0, 17546.0, 27650.0, 30626.0, 18341.0]","[12787.0, 13713.0, 13881.0, 14703.0, 15125.0, 13185.0]","[32577.0, 27349.0, 28865.0, 18011.0, 20605.0, 28585.0]","[20675.0, 2047.0, 8657.0, 28177.0, 30918.0, 33130.0]","[16071.0, 22180.0, 15781.0, 25586.0, 17755.0, 20495.0]","[19413.0, 21950.0, 19287.0, 19528.0, 17642.0, 22779.0]","[20925.0, 20333.0, 20754.0, 21317.0, 19969.0, 18794.0]","[18305.0, 21779.0, 17915.0, 10331.0, 11720.0, 23642.0]","[26515.0, 29204.0, 28949.0, 28098.0, 25586.0, 32941.0]","[11552.0, 27810.0, 13386.0, 15388.0, 18665.0, 21697.0]"
"[23725.0, 25432.0, 16837.0, 40815.0, 18688.0, 26268.0]","[23146.0, 20778.0, 22402.0, 24433.0, 13576.0, 26033.0]","[22408.0, 15700.0, 19667.0, 17586.0, 29471.0, 27467.0]","[32921.0, 34408.0, 39457.0, 33155.0, 33962.0, 37896.0]","[28679.0, 28549.0, 30383.0, 28229.0, 29910.0, 28498.0]","[6705.0, 8367.0, 4078.0, 15472.0, 9543.0, 10817.0]","[14245.0, 16203.0, 15452.0, 12205.0, 16903.0, 16290.0]","[28259.0, 28044.0, 28213.0, 29324.0, 26699.0, 31319.0]","[16827.0, 14296.0, 14516.0, 13881.0, 14068.0, 13836.0]","[1129.0, 18024.0, 24070.0, 5534.0, 6882.0, 10877.0]"
"[17682.0, 13702.0, 25591.0, 11811.0, 6634.0, 21885.0]","[20818.0, 14838.0, 17985.0, 15607.0, 20107.0, 15460.0]","[43299.0, 35887.0, 25758.0, 37490.0, 42473.0, 36575.0]","[16867.0, 15878.0, 17599.0, 13411.0, 19932.0, 16171.0]","[11606.0, 14081.0, 13539.0, 13419.0, 10226.0, 11959.0]","[27788.0, 11675.0, 29463.0, 25637.0, 23085.0, 17197.0]","[34213.0, 35470.0, 33796.0, 36602.0, 38636.0, 33621.0]","[23375.0, 17638.0, 22593.0, 17820.0, 19921.0, 17639.0]","[36794.0, 21352.0, 26732.0, 42008.0, 35902.0, 39696.0]","[36886.0, 26745.0, 39235.0, 52100.0, 24687.0, 39850.0]"
"[22407.0, 20611.0, 22292.0, 20661.0, 20814.0, 22194.0]","[24181.0, 25636.0, 22581.0, 26346.0, 29087.0, 26428.0]","[34192.0, 29437.0, 30797.0, 22193.0, 36077.0, 33657.0]","[35343.0, 26583.0, 36944.0, 26107.0, 30445.0, 27492.0]","[15162.0, 19441.0, 24776.0, 19685.0, 20055.0, 11622.0]","[28672.0, 23384.0, 22102.0, 24477.0, 22031.0, 21272.0]","[6721.0, 6409.0, 14718.0, 21588.0, 16559.0, 14771.0]","[14601.0, 16552.0, 15631.0, 16103.0, 14936.0, 13621.0]","[17977.0, 17537.0, 19626.0, 16803.0, 18109.0, 18463.0]","[32796.0, 34543.0, 31598.0, 34956.0, 34674.0, 33389.0]"
"[22919.0, 30747.0, 25851.0, 28461.0, 22570.0, 20715.0]","[25404.0, 29390.0, 26738.0, 29823.0, 19984.0, 32054.0]","[14570.0, 18265.0, 10695.0, 13631.0, 6135.0, 19165.0]","[18037.0, 27669.0, 15498.0, 22357.0, 21641.0, 13922.0]","[16110.0, 16495.0, 16620.0, 16923.0, 16739.0, 18333.0]","[31854.0, 31053.0, 30475.0, 30515.0, 28854.0, 34378.0]","[30168.0, 30938.0, 29133.0, 29052.0, 33248.0, 28273.0]","[34849.0, 32314.0, 35643.0, 29594.0, 28955.0, 33282.0]","[25948.0, 24315.0, 24977.0, 21018.0, 35237.0, 32008.0]","[25198.0, 18365.0, 18273.0, 26163.0, 27729.0, 18341.0]"
"[11017.0, 9868.0, 11735.0, 12055.0, 18520.0, 12367.0]","[25500.0, 24170.0, 25130.0, 22004.0, 19844.0, 26794.0]","[28808.0, 20817.0, 29490.0, 30022.0, 28137.0, 19111.0]","[30847.0, 14923.0, 24306.0, 25235.0, 18182.0, 21289.0]","[12907.0, 22431.0, 25364.0, 20521.0, 20692.0, 6794.0]","[23240.0, 23832.0, 24196.0, 22076.0, 23403.0, 21488.0]","[38860.0, 34119.0, 36493.0, 24907.0, 36492.0, 36793.0]","[7238.0, 4354.0, 26513.0, 19392.0, 2198.0, 10283.0]","[7557.0, 13883.0, 14368.0, 15138.0, 17534.0, 11207.0]","[39560.0, 35007.0, 25881.0, 29049.0, 38792.0, 33394.0]"
