"[19452.0, 18296.0, 9355.0, 18334.0, 21511.0, 21108.0]","[37275.0, 28234.0, 26484.0, 39093.0, 37124.0, 25233.0]","[23918.0, 40352.0, 30190.0, 25052.0, 25619.0, 13655.0]","[24495.0, 24219.0, 24743.0, 25206.0, 25047.0, 25530.0]","[23745.0, 15042.0, 22593.0, 8397.0, 14267.0, 26632.0]","[19685.0, 18532.0, 27902.0, 21264.0, 21343.0, 23580.0]","[43795.0, 24977.0, 17880.0, 17813.0, 30414.0, 19858.0]","[33998.0, 38710.0, 35303.0, 34877.0, 35910.0, 36511.0]","[27276.0, 32941.0, 40122.0, 26904.0, 28753.0, 26895.0]","[33246.0, 40787.0, 31879.0, 32529.0, 43822.0, 33646.0]"
"[21456.0, 18084.0, 29545.0, 23702.0, 31311.0, 22283.0]","[40516.0, 33072.0, 20242.0, 11636.0, 20214.0, 25690.0]","[30855.0, 30587.0, 39908.0, 33373.0, 35928.0, 27153.0]","[30266.0, 26322.0, 29952.0, 25979.0, 28199.0, 31568.0]","[13018.0, 12790.0, 23975.0, 12350.0, 14086.0, 15596.0]","[34751.0, 38149.0, 34580.0, 37948.0, 34993.0, 38784.0]","[22039.0, 18511.0, 18432.0, 21169.0, 16237.0, 15046.0]","[29804.0, 29427.0, 33410.0, 36759.0, 35018.0, 30336.0]","[35307.0, 39644.0, 38797.0, 34240.0, 33434.0, 34330.0]","[34419.0, 30810.0, 32577.0, 31306.0, 40666.0, 31890.0]"
"[13256.0, 11194.0, 14029.0, 12538.0, 12594.0, 12359.0]","[28447.0, 25549.0, 27557.0, 25937.0, 23925.0, 25717.0]","[10762.0, 23350.0, 30981.0, 21618.0, 18711.0, 21767.0]","[15958.0, 18928.0, 28290.0, 16368.0, 19556.0, 13682.0]","[19868.0, 25081.0, 26955.0, 31220.0, 22154.0, 34125.0]","[35601.0, 38168.0, 33184.0, 28852.0, 28116.0, 28919.0]","[20517.0, 21143.0, 27340.0, 26680.0, 18531.0, 26720.0]","[24831.0, 27476.0, 37173.0, 29290.0, 36068.0, 28724.0]","[16228.0, 18616.0, 17890.0, 14700.0, 19396.0, 16811.0]","[15473.0, 19881.0, 15826.0, 11797.0, 13726.0, 14946.0]"
"[25762.0, 28629.0, 22801.0, 27971.0, 26394.0, 25238.0]","[12928.0, 33354.0, 37239.0, 21561.0, 33976.0, 31244.0]","[37269.0, 25345.0, 36449.0, 43841.0, 30388.0, 32602.0]","[24656.0, 13660.0, 23008.0, 8279.0, 25287.0, 18511.0]","[15389.0, 17345.0, 24485.0, 15033.0, 24253.0, 18615.0]","[34296.0, 41334.0, 24135.0, 42100.0, 35926.0, 30973.0]","[27823.0, 22858.0, 26431.0, 26215.0, 27929.0, 20566.0]","[44463.0, 33022.0, 33625.0, 33867.0, 41440.0, 33626.0]","[33565.0, 34071.0, 38246.0, 36959.0, 32978.0, 36540.0]","[17710.0, 22054.0, 15192.0, 8028.0, 21442.0, 17387.0]"
"[25689.0, 33158.0, 28162.0, 31189.0, 35611.0, 30582.0]","[25751.0, 31037.0, 32763.0, 48870.0, 27257.0, 32336.0]","[35654.0, 23696.0, 21012.0, 34415.0, 30017.0, 31137.0]","[21263.0, 18800.0, 19849.0, 19104.0, 14410.0, 20163.0]","[31918.0, 34686.0, 31127.0, 31135.0, 32476.0, 31885.0]","[22134.0, 19546.0, 22401.0, 24082.0, 25550.0, 25692.0]","[26879.0, 24471.0, 34025.0, 27340.0, 21743.0, 33236.0]","[34965.0, 26516.0, 46052.0, 36109.0, 38283.0, 39617.0]","[40828.0, 28145.0, 19423.0, 28694.0, 40778.0, 40229.0]","[33431.0, 37527.0, 32695.0, 37019.0, 32308.0, 43409.0]"
"[23691.0, 24867.0, 25665.0, 24127.0, 22603.0, 22420.0]","[17520.0, 27490.0, 23072.0, 25403.0, 39282.0, 19885.0]","[18122.0, 17295.0, 18898.0, 17350.0, 17387.0, 16322.0]","[19845.0, 19444.0, 18678.0, 17601.0, 17705.0, 20608.0]","[17541.0, 20641.0, 19868.0, 19040.0, 17794.0, 20412.0]","[16772.0, 16417.0, 23144.0, 18926.0, 18982.0, 19008.0]","[9726.0, 12213.0, 19713.0, 22494.0, 7681.0, 13305.0]","[10047.0, 25137.0, 12233.0, 22055.0, 14167.0, 17880.0]","[34270.0, 28791.0, 20054.0, 27921.0, 27283.0, 22514.0]","[34067.0, 33388.0, 37999.0, 28894.0, 29218.0, 31968.0]"
"[32553.0, 19275.0, 32931.0, 22700.0, 11598.0, 13388.0]","[26828.0, 26780.0, 24264.0, 27963.0, 27796.0, 32267.0]","[39698.0, 19128.0, 24706.0, 12811.0, 17954.0, 12200.0]","[28924.0, 18765.0, 24525.0, 20226.0, 21629.0, 27407.0]","[13874.0, 13744.0, 24467.0, 30848.0, 35019.0, 19575.0]","[9503.0, 8728.0, 34035.0, 30116.0, 21584.0, 15931.0]","[31851.0, 31940.0, 20032.0, 35632.0, 21497.0, 32723.0]","[17037.0, 32299.0, 11386.0, 10501.0, 8180.0, 6022.0]","[22519.0, 20813.0, 25522.0, 20483.0, 24280.0, 23189.0]","[21594.0, 16548.0, 21480.0, 19824.0, 20140.0, 19892.0]"
"[13029.0, 6236.0, 13550.0, 9412.0, 11037.0, 15309.0]","[23205.0, 24140.0, 31846.0, 25510.0, 26941.0, 21603.0]","[17569.0, 19686.0, 17780.0, 16894.0, 17423.0, 17932.0]","[15234.0, 13959.0, 15779.0, 17273.0, 17181.0, 17787.0]","[30951.0, 31553.0, 32782.0, 31291.0, 32300.0, 31506.0]","[11426.0, 16259.0, 6583.0, 5952.0, 14983.0, 5556.0]","[21112.0, 22564.0, 21140.0, 20644.0, 19997.0, 22185.0]","[17196.0, 18307.0, 17458.0, 16662.0, 19464.0, 20123.0]","[508.0, 31618.0, 23780.0, 24505.0, 15797.0, 21229.0]","[12802.0, 14993.0, 13333.0, 11224.0, 13049.0, 15284.0]"
"[17669.0, 21112.0, 19154.0, 19013.0, 16033.0, 23712.0]","[31666.0, 39887.0, 32001.0, 32105.0, 32001.0, 32263.0]","[14931.0, 10592.0, 5390.0, 10331.0, 11243.0, 5126.0]","[32970.0, 33296.0, 32711.0, 32201.0, 33527.0, 33628.0]","[17568.0, 34680.0, 44830.0, 30829.0, 35840.0, 26486.0]","[22695.0, 23507.0, 24888.0, 23287.0, 22792.0, 23815.0]","[18405.0, 29751.0, 25405.0, 20836.0, 24255.0, 19821.0]","[20336.0, 25021.0, 16921.0, 16130.0, 25526.0, 15130.0]","[29055.0, 17325.0, 22556.0, 17490.0, 22192.0, 10467.0]","[27473.0, 32955.0, 27915.0, 29414.0, 31337.0, 28900.0]"
"[13302.0, 18618.0, 22600.0, 22098.0, 14451.0, 15281.0]","[9684.0, 11312.0, 7219.0, 14621.0, 8658.0, 15582.0]","[18371.0, 23109.0, 22800.0, 27083.0, 16044.0, 9756.0]","[33322.0, 37165.0, 33037.0, 33569.0, 33790.0, 32420.0]","[31382.0, 35125.0, 25629.0, 17222.0, 30662.0, 22280.0]","[21231.0, 21298.0, 23616.0, 23062.0, 19220.0, 26106.0]","[24455.0, 13815.0, 22805.0, 22471.0, 22107.0, 22956.0]","[9401.0, 20242.0, 8853.0, 18275.0, 4413.0, 20794.0]","[12560.0, 21273.0, 21203.0, 18649.0, 6834.0, 23644.0]","[16018.0, 18902.0, 13429.0, 17547.0, 11046.0, 21968.0]"
