"[26941.0, 16774.0, 20963.0, 24082.0, 21579.0, 31333.0]","[28411.0, 20518.0, 21693.0, 17493.0, 33922.0, 23342.0]","[29256.0, 31206.0, 32745.0, 37817.0, 20997.0, 44865.0]","[7352.0, 12367.0, 17388.0, 10591.0, 21752.0, 16049.0]","[21855.0, 16462.0, 23919.0, 30796.0, 24161.0, 11436.0]","[14546.0, 16715.0, 19088.0, 14378.0, 12882.0, 14564.0]","[29035.0, 31123.0, 31386.0, 31698.0, 36831.0, 26957.0]","[18826.0, 20905.0, 21922.0, 23770.0, 24000.0, 19272.0]","[22844.0, 21455.0, 23874.0, 23243.0, 24443.0, 24825.0]","[12245.0, 20890.0, 23260.0, 28297.0, 18160.0, 25007.0]"
"[25612.0, 31666.0, 26313.0, 20083.0, 21328.0, 17901.0]","[16130.0, 27728.0, 26592.0, 28208.0, 26279.0, 29455.0]","[11863.0, 8368.0, 11771.0, 14793.0, 12806.0, 15532.0]","[14682.0, 33214.0, 24886.0, 19693.0, 20515.0, 17866.0]","[11220.0, 19688.0, 17793.0, 16468.0, 21737.0, 15680.0]","[17290.0, 19589.0, 22191.0, 13117.0, 17198.0, 20824.0]","[25730.0, 25106.0, 23856.0, 25853.0, 24511.0, 23760.0]","[32781.0, 24097.0, 40800.0, 28062.0, 37339.0, 39526.0]","[39790.0, 44622.0, 20415.0, 26595.0, 27626.0, 34203.0]","[23823.0, 27588.0, 22127.0, 22519.0, 24446.0, 25366.0]"
"[35403.0, 33153.0, 34418.0, 33004.0, 36148.0, 34175.0]","[20251.0, 16812.0, 22524.0, 18834.0, 23149.0, 20148.0]","[20717.0, 23003.0, 27284.0, 29258.0, 31169.0, 33773.0]","[47304.0, 38678.0, 40990.0, 32070.0, 26732.0, 30087.0]","[34057.0, 36605.0, 34965.0, 29560.0, 24894.0, 36416.0]","[24611.0, 37966.0, 16013.0, 28559.0, 26400.0, 19595.0]","[30476.0, 24206.0, 25184.0, 29613.0, 31634.0, 26051.0]","[20134.0, 16223.0, 20171.0, 25817.0, 26543.0, 14597.0]","[22907.0, 20950.0, 30591.0, 20736.0, 24516.0, 20197.0]","[27783.0, 12283.0, 10936.0, 28342.0, 22617.0, 11870.0]"
"[37834.0, 34500.0, 32496.0, 33817.0, 32863.0, 32339.0]","[23429.0, 21920.0, 27231.0, 16533.0, 30912.0, 25562.0]","[29896.0, 24376.0, 20886.0, 26386.0, 23684.0, 25153.0]","[15372.0, 12679.0, 22579.0, 21098.0, 23399.0, 21150.0]","[26969.0, 32532.0, 34380.0, 24600.0, 30649.0, 36809.0]","[18701.0, 21295.0, 21014.0, 24368.0, 14818.0, 22779.0]","[26458.0, 19325.0, 14828.0, 13169.0, 21453.0, 22214.0]","[17700.0, 22283.0, 15689.0, 11707.0, 19801.0, 21833.0]","[20578.0, 19477.0, 19754.0, 21159.0, 19799.0, 20081.0]","[22364.0, 28487.0, 29359.0, 28657.0, 22654.0, 35907.0]"
"[19244.0, 18908.0, 19196.0, 19471.0, 18953.0, 20476.0]","[16484.0, 26117.0, 31089.0, 21206.0, 32652.0, 34529.0]","[20773.0, 20187.0, 20485.0, 24224.0, 21185.0, 21502.0]","[19475.0, 22172.0, 22968.0, 19691.0, 13699.0, 29722.0]","[36178.0, 25326.0, 27315.0, 22409.0, 32126.0, 31603.0]","[22609.0, 28281.0, 25642.0, 27188.0, 25940.0, 25972.0]","[23093.0, 18371.0, 14259.0, 15638.0, 14440.0, 18632.0]","[23518.0, 20412.0, 21895.0, 22204.0, 24147.0, 22894.0]","[16765.0, 19014.0, 12993.0, 13643.0, 14689.0, 13882.0]","[11776.0, 21885.0, 18128.0, 18199.0, 17308.0, 11863.0]"
"[20614.0, 20637.0, 27808.0, 23876.0, 21943.0, 25776.0]","[19767.0, 16158.0, 14017.0, 9490.0, 29572.0, 11510.0]","[33227.0, 34831.0, 31510.0, 32651.0, 32110.0, 37067.0]","[29264.0, 31718.0, 30022.0, 29038.0, 28925.0, 31510.0]","[36786.0, 24210.0, 38225.0, 34481.0, 37454.0, 38559.0]","[29601.0, 40626.0, 39478.0, 44111.0, 35057.0, 12374.0]","[12798.0, 14240.0, 13342.0, 13142.0, 17040.0, 14586.0]","[17557.0, 21425.0, 25941.0, 15390.0, 24146.0, 20817.0]","[11415.0, 12830.0, 11519.0, 13747.0, 12003.0, 13111.0]","[26349.0, 29299.0, 32909.0, 20439.0, 26926.0, 36315.0]"
"[27659.0, 13493.0, 9395.0, 16271.0, 16254.0, 16531.0]","[29868.0, 28574.0, 28703.0, 30270.0, 29530.0, 29488.0]","[20592.0, 20764.0, 19109.0, 18158.0, 18525.0, 17713.0]","[27280.0, 27451.0, 28298.0, 31850.0, 32346.0, 25945.0]","[27013.0, 23335.0, 28497.0, 27375.0, 24492.0, 23016.0]","[48212.0, 41267.0, 34069.0, 32517.0, 24527.0, 34906.0]","[25471.0, 30150.0, 27042.0, 29923.0, 25059.0, 26411.0]","[21492.0, 21646.0, 15187.0, 20039.0, 38368.0, 19256.0]","[21469.0, 26724.0, 30911.0, 28225.0, 26267.0, 27440.0]","[19819.0, 21504.0, 28495.0, 25485.0, 23213.0, 26664.0]"
"[34085.0, 18040.0, 19748.0, 21229.0, 14291.0, 19657.0]","[31234.0, 32307.0, 30629.0, 30774.0, 35808.0, 31342.0]","[15123.0, 16140.0, 16547.0, 12765.0, 15489.0, 12609.0]","[22736.0, 24835.0, 22640.0, 27357.0, 22119.0, 27620.0]","[14242.0, 13560.0, 13253.0, 13131.0, 14023.0, 13468.0]","[20440.0, 20465.0, 6455.0, 26500.0, 16858.0, 9674.0]","[21973.0, 21122.0, 24913.0, 20609.0, 20411.0, 13063.0]","[33418.0, 23904.0, 32612.0, 27719.0, 31081.0, 33696.0]","[24915.0, 16779.0, 22621.0, 19351.0, 24979.0, 23493.0]","[38814.0, 29940.0, 40437.0, 35883.0, 35581.0, 38433.0]"
"[12981.0, 27747.0, 26454.0, 14345.0, 27945.0, 25067.0]","[16665.0, 30431.0, 12501.0, 14228.0, 7136.0, 22503.0]","[22114.0, 18194.0, 21318.0, 22132.0, 24333.0, 19180.0]","[35168.0, 32193.0, 28037.0, 33739.0, 26240.0, 17749.0]","[14297.0, 19058.0, 21425.0, 10992.0, 23689.0, 21604.0]","[10468.0, 15806.0, 12287.0, 14471.0, 13049.0, 16828.0]","[19611.0, 18381.0, 18844.0, 20439.0, 21578.0, 22452.0]","[34853.0, 20025.0, 33684.0, 9619.0, 3395.0, 23934.0]","[54125.0, 21785.0, 34709.0, 31287.0, 47315.0, 45541.0]","[30898.0, 34343.0, 31066.0, 30520.0, 32081.0, 29815.0]"
"[33757.0, 28804.0, 37853.0, 33592.0, 35742.0, 32276.0]","[9389.0, 15559.0, 21625.0, 13421.0, 4982.0, 19631.0]","[26377.0, 30181.0, 32827.0, 19834.0, 36230.0, 31286.0]","[25322.0, 25441.0, 24664.0, 24528.0, 30812.0, 29771.0]","[31102.0, 34760.0, 36121.0, 44201.0, 26396.0, 33403.0]","[30982.0, 31784.0, 21849.0, 19007.0, 16981.0, 33321.0]","[14957.0, 17845.0, 16202.0, 17404.0, 17697.0, 21339.0]","[26202.0, 29594.0, 28428.0, 30494.0, 28605.0, 27803.0]","[27618.0, 7768.0, 23881.0, 18196.0, 19315.0, 16668.0]","[32730.0, 33971.0, 21962.0, 28073.0, 27163.0, 24854.0]"
